这么急啊[惊喜]反正我知道你的评论留不了多久哈哈	要不您这边给我友情赞助两千块？我给您做个绝育[好奇]，再做个碎蛋der手术	1	0	1
我认为你的行为不合理啊，我也说明了理由，怎么了？什么叫“既然都不合理，那这个例子为什么不能用呢？”用一个不合理的例子说明另一个不合理的东西是合理的？？	讨论的空间不在于我说他幼不幼稚，在于他的观点本身有多少空间，不会因为我评论了幼稚就有所改变。你有理，这个理就是客观存在的，不因为别人说你幼稚而减少，就这么简单一个道理，跟你解释了半天你都理解不了，只会站在你的理解里不停复读。现在的帽子不是你一直在给我扣吗？又是我喜欢给别人扣帽子，然后阿q，又是我喜欢先给别人定性，用居高临下的态度交流，这不都是你自己给我扣的帽子？我给你扣什么帽子了？你认为我例子不成立的理由是什么？开炮？我举得例子是一个现实普遍存在的现象，你告诉我不成立？我评论他这个观点幼稚，和别人说你看动画这件事幼稚的本质差别在哪里？评价观点幼稚和评价行为幼稚就有天大的差别了？这个例子举出来的意义就是在告诉你，说别人幼稚并不会使别人无法反驳，只要他有道理。你用“说看动画片幼稚”这一行为是开炮，是不合理的行为来说我举这个例子不值得参考，那我就要问你了，在你的认知里“我评价他的观点幼稚”这一行为不也是不合理的吗？你若是认为合理那还和我有什么好说的？既然都不合理，那这个例子为什么不能用呢？我们确认一下你的观点是不是“不应该评论别人观点幼稚，因为这样会让别人难以站在你同等的高度进行交流反驳”。那我的这个例子就是告诉你，即使评论了别人幼稚，只要他有理，他仍然可以反驳你，反驳你的同时自然也就证明了他不幼稚，并不像你所说需要先证明不幼稚，然后才能站在同等高度交流。	0	0	1
其实我还挺喜欢和对方家老死不相往来的。不用生孩子的更好，自己赚钱自己花，要是能光谈恋爱不结婚就更好了，等年纪大点了想要孩子的话，能生的话就当男的捐了个蝌蚪，不能生就收养一个。和自己父母一起照顾孩子，将来在和孩子一起赡养父母也是不错的。	我知道你的意思呀，我就是这么再说一下，我觉得除非老死不相往来，不然不管什么情况都是两个家庭的事	1	0	1
……他有不生吗？没有生的概率吗？[白眼]	现代女性以为男性非要生孩子是一种错觉，这种博弈可太搞笑了，为什么男性一定要孩子呢？男性解放可太快乐了???	0	0	1
第一，我是个男人，第二，我有车有房，第三，你还有问题吗？	绝绝子，你自己凑的起首付吗？还不是让男人帮你买？说好的女性独立呢？奇趣蛋	0	0	1
我管不管好下半身你管不着。你。。。。。。喷了？	你管好你的下半身，就谁都拿不到你的精子的，说的好像是别人特意半路抢劫你的精子一样，笑喷了。。。。。。	0	0	1
那你离婚啊哈哈哈哈	我这一天天跟我老公讲答主所说的道理，他也不听，我也是累得慌。	1	0	1
好的，知道啦[惊喜]	不，还是你高贵一些	1	0	1
和你有啥关系？[惊喜]	所以你结婚了吗？	1	0	1
就是有用啊，没有用，你们干嘛要反驳？——“没撞人你干嘛要扶？”	就是有用啊，没有用，你们干嘛要反驳？你们干嘛要跳脚？你们干嘛要嘲笑？你们嘲笑和围攻就是你们感受到了威胁，你们知道我们说出了真相，你们害怕真相的星星之火会燎原，怕再也骗不到PUA不到女孩的做你们的免费奴隶和倒贴保姆胎器了。所以你们才会拦截阻碍真相，而事实上纸是包不住火的。因为我就是自己醒过来的，我只是后悔原来这些年来自己所思所想所疑所惑所悲的原因竟然是不懂何为做人？何为做女人？何为做女人的权利，何为平等，何为公正，何为自由，何为幸福？何为美好？就连女权这个词我也是才知道，于我知道太晚了，但亡羊补牢，我还可以喊醒别人。原来一无是处的善良只会让自己处于悲伤地位的善良终于有了用武之地。有了牙齿的善良，才是真正的善良。自从你全之后真的是一切的气都睡了，一切的疑惑都结了生活原来真的很美好，我喜欢别的女孩也能见到何为美好？何为自由？我想既然我见一个村妇都能够自觉醒来，那么那些读过很多书的女孩子们会醒过来的更快。你们不管怎么辱骂围攻禁言我们，你们也拦不住，因为真理和真相就像洪水猛兽，我们不会在被pua了。	0	0	1
确实，现在越来越多的人不能接受这种封建糟粕了！干得漂亮！觉醒得好！[赞][赞][赞]	给不给彩礼是个人选择，有的人能接受，有的人不能接受，都有各自的理由，我觉得没什么问题	1	0	0
我倒是看到了上万条评论，打开一看全是男的发的急了急了，就没看到几个女性评论，也不知道国男在自嗨啥[尴尬]	不是很懂啊，女权不是经常标榜自己不婚不育保平安吗？这答主表达一下自己的婚姻观，好家伙几千条评论狂喷。女权有这么急吗？	0	0	1
眼里只有彩礼的人抓住的重点也就这些了吧[吃瓜]不给挺好啊，一定要大力支持，现在syl还是有点高了	说来说去还不是不给彩礼所以是幼稚吗哈哈哈哈说那么多干嘛他个人选择而已几万条油腻爹味女人跑来说他幼稚笑死了	0	0	1
就像papi酱那样	加一，好幼稚啊，谈恋爱才是两个人的事情。结婚肯定不是啊，两个人还能结婚了不和各自家里父母亲戚走动双双断绝联系当我没说	0	0	0
我们反的田园女权以及田园男权，对男性女性的刻板印象和不合理的期望，不要剥削和妥协。不是反女性，这是友军。	人家理性探讨问题，你胡搅蛮缠	0	0	1
他说的是彩礼，是男方的事，你说双方父母，那你接着讲讲权利义务关系啊	我也00后，不过你这想法也太他妈幼稚了吧，别的不说，结婚就是两个家庭的事情…双方父母不同意不支持不给资助那也活的太困难了吧	0	0	1
怪了看来全世界只有天朝女能生孩子因为全世界只有天朝女要彩礼	用不着说废话，总之一句话，生孩子必须有彩礼	0	0	1
说来说去还不是不给彩礼所以是幼稚吗哈哈哈哈说那么多干嘛他个人选择而已几万条油腻爹味女人跑来说他幼稚笑死了	不给彩礼只是选择和结果，让人感到幼稚的是从他字里行间感知到的他本人的思想	0	0	1
既然这样我就纳闷为什么pc犯法呢？要是不犯法谁结婚啊	结婚干嘛，不结婚挺好的，没有彩礼，没有经济纠纷。一人吃饱，全家不饿。	0	0	1
这句话我也觉得无语，真要这样他结婚做什么呢。一个人孤独终老不好吗	“女方家族的葬礼我可以撰写悼词，但保留不出席的权利。我也会让将来的妻子这样要求我”这句话就很好笑了，越看越好笑。	0	1	0
抖友战斗力才是异军突起	20年南拳还只在知乎贴吧抱团取暖呢，短短一年就扩散至全网了[惊喜]	0	1	0
咋了你以为嫁妆什么的给的比彩礼少啊男方多少彩礼都要用嫁妆还回去的，这种东西，如果男方买房那女方就装修买家具，再不行房子一人一半，都不会亏得[捂脸][捂脸]，	无论哪个平台，在婚恋和彩礼话题里女的永远是最多的，一边喊着不婚不育，一边又天天往婚恋和彩礼话题里钻，我都不知道她们想干什么？[捂脸]	0	0	1
其实大部分都是这样，只是和双方父母走动，没那么多亲戚往来。婚后可能还是要考虑到双方父母的感受，留下的印象，关系处理矛盾调停，谈恋爱哪里需要想这些两个人开心就行了。我也是这么个意思，真不知道说错啥了，巨多男的骂我[流泪]	我们就自己过自己的，不和别人联系走动，除了父母，因为我们都在外面，不太回去	0	0	0
你是真正的女权[赞同]	啊，其实不是这样的。作为您口中的反育人士，我只是觉得现在女性因为生育给生理，工作，生活带来的不便太多了。我希望能够和男士一样追求事业，追求理想，追求精神生活的富足。【当然，您肯定会说男士被彩礼房车压的喘不过气来，我的观点是权利义务对等，既然我要求我作为女性要选择独立，那我固然不会要求男士房车以及彩礼，我希望两个人一起奋斗拥有安稳的生活。】	1	0	0
不会吧不会吧，小仙女居然还想着结婚生孩子？？？[结婚生孩子都是对女人的压迫呀，一笔彩礼怎么能弥补小仙女的损失，这边建议女性别结婚，更别想生孩子的事惊喜]	也许未来科技发达了，男人也能生孩子，我们女人给彩礼，[思考]	0	1	1
我全都要.gif	一讲到彩礼怎么这么多女的就破防了[思考]？	0	0	0
这还不简单么，断人财路，犹如xxxx[惊喜][惊喜][惊喜]	我第一次知道知乎这么多女的，恐怖人家不掏钱你们划走不就行了吗非要让人掏钱干啥呢？	1	0	0
她们更害怕更多人看到并效仿	楼主挺住，女拳之所以急了，是因为你是一名零零后，女拳一直幻想着，在她们pua了男性多年后，男性会接受女拳的那一套，成为她们的提款机，你的发言让无疑给了她们沉重的一击，让她们觉得自己的努力白费了。	0	0	0
性别医院可以改！	分不清性别还要玩知乎，也是挺为难你的，那我确实对有缺失的人应该多些包容	0	0	1
破防现场哈哈哈哈哈姐姐	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	1	0	1
现实点，未来只会比现在更阶级固化，努力在拼爹拼妈面前毫无作用。你有空帮孩子卷不如自己去卷。	我做不到，除非让他不跟别人卷他依旧能过上较好的生活。	0	0	1
不是题主哪里在挑起性别对立了？我又在哪里挑起性别对立了？人家题主自己想找个不要彩礼的姑娘还说清楚了自己的观点伤害到谁了？不交彩礼跟撑不承担婚姻责任有半毛钱关系么？还能扯到什么毒鸡汤洗脑三观不正男听着都新鲜。	难道不是吗，自认自己承担不起婚姻所带来的一系列连带责任、金钱纠纷以及家庭人员纠纷，那就别结婚。搁这儿挑起性别对立，说一切都是因为女人物质，只会显得自己没本身，毕竟不是谁都会因为十来万的彩礼说要了自己的老命，但凡读过书，有个正经工作，都不至于为了十来万彩礼秃头，毕竟不是哪个地方都像江西，彩礼开口就是几十万，至于车房，这两样可以按揭，结婚之后，又有那个女方会不管后续还款的事？结婚要求已经有全款车房的女性一般自己的经济实力也不差，人家要求门当户对又有什么问题？知乎现在真就是男厕所了，被知乎毒鸡汤洗脑的三观不正男一抓一大把，跟微博有什么区别，真是让人无语	0	0	1
我这边彩礼全是给小家庭的，身边朋友结了婚的就没有不是的，还有的没有婚房的就直接彩礼回礼一起拿来当首付买房子的，有不少地方确实会有父母拿彩礼情况，但是你说的有几个能拿回小家庭的那就不对了，能拿回的我觉得全国应该有一半	真正彩礼有几个能到两个人手里的[尴尬]就像你们说的个人选择罢了，那为啥人家说自己不考虑要彩礼的下面一堆人就急了呢？就硬双标？	0	0	1
可能还想倒贴个几十万回去[捂脸]基本上这些喷的男的妈妈，就是这样想的[飙泪笑]所以他们这样想不奇怪	你以为男的不懂？他们可懂了，而且大部分喷的男的也不差这几万块钱，他们就是想喷彩礼，最好喷到可以零成本娶老婆[飙泪笑][飙泪笑][飙泪笑]	0	0	1
95后四舍五入也是00后，大家都是自己人	同为00后女生，看到这个评论我真是惊呆了不仅是震惊于21世纪了还有人那么土还要彩礼，更震惊的是，上个世纪的老阿姨们居然觉得00后男生跟她们有什么关系[尴尬]太自信了，人家只会喜欢我们这种思想进步的美少女OK。	0	0	0
